OID,PARCELID,FDEM_ID,NAME,ADDRESS,CITY,ZIPCODE,COUNTY,PHONE,TYPE,OWNER,OPERATING,OP_CLASS,AHCA_OWNER,PROFIT,CAPACITY,BEDS,STATE_ID,EFCLASS,AHCA_NUM,CON1_TYPE,CON1_UP,CON1_DOWN,CON2_TYPE,CON2_UP,CON2_DOWN,CON3_TYPE,CON3_UP,CON3_DOWN,NET_CONS,WEBSITE,ACTYRBLT,FSOURCE,DATASOURCE,NOTES,LAT_DD,LONG_DD,MGRS,GCID,ACRES,DESCRIPT,FLAG,UPDATE_DAY,FGDLAQDATE,AUTOID,DDLat,DDLon,ORIG_OID
37,092226090505500000,10225038,SOUTH LAKE HOSPITAL,1900 DON WICKHAM DR,CLERMONT,34711,LAKE,352-394-4071,HOSPITALS - ACUTE CARE,SOUTH LAKE MEMORIAL HOSPITAL,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,170,FL000158,EFHL,100051, , , ,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,768 KBPS TO 1.5 KBPS,4,HTTP://WWW.SOUTHLAKEHOSPITAL.COM/,2003,GEOPLAN,FDEM, ,28.55211179,-81.72160714,17RMM2941458578,343,32.14365842,SOUTH LAKE HOSPITAL,V,2016-05-17,2017-09-06,37,28.55211179,-81.72160714,37
38,282110000000016,N/A,FLORIDA HOSPITAL APOPKA,201 N PARK AVE,APOPKA,32703,ORANGE,407-889-1000,HOSPITALS - ACUTE CARE,ADVENTIST HEALTH SYSTEM/SUNBEL,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,50,N/A,EFHM,120003, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.FLORIDAHOSPITALAPOPKA.COM/,1967,GEOPLAN,FHA, ,28.68090898,-81.50864946,17RMM5030672740,1,22.93074209,FLORIDA HOSPITAL APOPKA,V,2012-11-26,2017-09-06,38,28.68090898,-81.50864946,38
39,31203030003500000,10225003,SOUTH SEMINOLE HOSPITAL,555 W STATE ROAD 434,LONGWOOD,32750,SEMINOLE,407-767-1200,HOSPITALS - ACUTE CARE,ORLANDO HEALTH INC C/O ACCOUNT,PRIVATE,PRIVATE,ORLANDO HEALTH,NOT-FOR-PROFIT,0,206,FL000123,EFHL,100263, , , ,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,768 KBPS TO 1.5 KBPS,768 KBPS TO 1.5 KBPS,4,HTTP://WWW.ORLANDOHEALTH.COM/,1984,GEOPLAN,FDEM,SOUTH SEMINOLE HOPSITAL,28.6992438,-81.35282529,17RMM6553674716,2,26.05088571,SOUTH SEMINOLE HOSPITAL,V,2016-05-17,2017-09-06,39,28.6992438,-81.35282529,39
40,251924000200022100,10224986,LEESBURG REGIONAL MEDICAL CENTER,600 E DIXIE AVE,LEESBURG,34748,LAKE,352-323-5762,HOSPITALS - ACUTE CARE,LEESBURG REGIONAL MEDICAL CENT,PRIVATE,PRIVATE,CENTRAL FLORIDA HEALTH ALLIANCE,NOT-FOR-PROFIT,0,308,FL000106,EFHL,100084, , , ,OPTICAL FIBER,GREATER THAN 1 GBPS,50 MBPS TO 100 MBPS,UNLICENSED TERRESTRIAL FIXED WIRELESS,6 MBPS TO 10 MBPS,6 MBPS TO 10 MBPS,4,HTTP://WWW.CFHALLIANCE.ORG/,1973,GEOPLAN,FDEM, ,28.80797402,-81.86790367,17RMM1530987020,3,49.73951872,LEESBURG REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,40,28.80797402,-81.86790367,40
41,2519305AG01170000,10224972,CENTRAL FLORIDA REGIONAL HOSPITAL,1401 W SEMINOLE BLVD,SANFORD,32771,SEMINOLE,407-321-4500,HOSPITALS - ACUTE CARE,CENTRAL FLA REGIONAL HOSP INC,PRIVATE,PRIVATE,HCA WEST FLORIDA DIVISION,INVESTOR-OWNED,0,221,FL000207,EFHL,100161, , , , , , , , , , ,HTTP://WWW.CENTRALFLORIDAREGIONAL.COM/,1982,GEOPLAN,FDEM, ,28.81432424,-81.28364817,17RMM7232387448,5,31.04207541,CENTRAL FLORIDA REGIONAL HOSPITAL,V,2016-05-17,2017-09-06,41,28.81432424,-81.28364817,41
42,211926000100000200,10225054,FLORIDA HOSPITAL WATERMAN,1000 WATERMAN WAY,TAVARES,32778,LAKE,352-253-3333,HOSPITALS - ACUTE CARE,FLORIDA HOSPITAL/WATERMAN INC,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,269,N/A,EFHL,100057, , , , , , , , , ,2,HTTP://WWW.FHWAT.ORG/,0,GEOPLAN,LAKE COUNTY, ,28.8238325,-81.711253,17RMM3060688676,6,158.0206317,FLORIDA HOSPITAL WATERMAN,V,2016-05-17,2017-09-06,42,28.8238325,-81.711253,42
43,20E19S170050  00960 0010,10224874,CITRUS MEMORIAL HEALTH SYSTEM,502 W HIGHLAND BLVD,INVERNESS,34452,CITRUS,352-726-1551,HOSPITALS - ACUTE CARE,CITRUS COUNTY HOSPITAL BOARD,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,204,FL000012,EFHL,100023, , , ,OPTICAL FIBER,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,3,HTTP://WWW.CITRUSMH.COM/,1956,GEOPLAN,FDEM,CITRUS MEMORIAL HEALTH SYSTEM,28.83342705,-82.33585951,17RLM6967390264,7,21.76846211,CITRUS MEMORIAL HEALTH SYSTEM,V,2016-05-17,2017-09-06,43,28.83342705,-82.33585951,43
44,151924000100002200,N/A,LIFESTREAM BEHAVIORAL CENTER,2020 TALLEY RD,LEESBURG,34748,LAKE,352-315-7800,HOSPITALS - PSYCHIATRIC,LIFESTREAM BEHAVIORAL CENTER I,PRIVATE,PRIVATE,LIFESTREAM BEHAVIORAL CENTER,NOT-FOR-PROFIT,20,46,N/A,EFHS,104018, , , , , , , , , , ,HTTP://WWW.LSBC.NET/,1975,GEOPLAN,FDOH,LIFESTREAM BEHAVIORAL CENTER,28.83683,-81.8953498,17RMM1265490237,8,31.74380219,LIFESTREAM BEHAVIORAL CENTER,V,2016-05-17,2017-09-06,44,28.83683,-81.8953498,44
45,30182323000020,10225008,FLORIDA HOSPITAL FISH MEMORIAL,1055 SAXON BLVD,ORANGE CITY,32763,VOLUSIA,386-917-5000,HOSPITALS - ACUTE CARE,SOUTHWEST VOLUSIA HEALTHCARE &,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,175,FL000128,EFHL,100072,OTHER COPPER WIRELINE,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS, , , , , , ,2,HTTP://WWW.FHFISHMEMORIAL.ORG/,1996,GEOPLAN,FDEM, ,28.91451326,-81.28530836,17RMM7218898548,9,74.1589483,FLORIDA HOSPITAL FISH MEMORIAL,V,2016-05-17,2017-09-06,45,28.91451326,-81.28530836,45
46,D01J1100B,N/A,THE VILLAGES REGIONAL HOSPITAL,1451 EL CAMINO REAL,THE VILLAGES,32159,SUMTER,352-751-8000,HOSPITALS - ACUTE CARE,"THE VILLAGES TRI-COUNTY, MEDIC",PRIVATE,PRIVATE,CENTRAL FLORIDA HEALTH ALLIANCE,NOT-FOR-PROFIT,0,277,N/A,EFHL,23960032, , , , , , , , , , ,HTTP://WWW.CFHALLIANCE.ORG/,2002,GEOPLAN,FHA, ,28.95042138,-81.958466,17RMN0659902871,10,34.29587812,THE VILLAGES REGIONAL HOSPITAL,V,2016-05-17,2017-09-06,46,28.95042138,-81.958466,46
47,17E17S31      22400,10225045,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,34428,CITRUS,352-795-6560,HOSPITALS - ACUTE CARE,CITRUS HMA LLC,PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,128,FL000165,EFHM,100249, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,DON'T KNOW,4,HTTP://WWW.SEVENRIVERSREGIONAL.COM/DEFAULT.ASPX,1978,GEOPLAN,FDEM, ,28.95193439,-82.6243747,17RLN4170203747,11,26.67588315,SEVEN RIVERS REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,47,28.95193439,-82.6243747,47
48,34174138162221,10224924,FLORIDA HOSPITAL NEW SMYRNA,401 PALMETTO ST,NEW SMYRNA BEACH,32168,VOLUSIA,386-424-5000,HOSPITALS - ACUTE CARE,SE VOLUSIA HOSPITAL DISTRICT,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,PUBLIC/GOVERNMENT,0,112,FL000062,EFHM,100014, , , ,OPTICAL FIBER,10 MBPS TO 25 MBPS,6 MBPS TO 10 MBPS,CABLE MODEM,200 KBPS TO 768 KBPS,6 MBPS TO 10 MBPS,4,HTTP://WWW.BERTFISH.COM,1996,GEOPLAN,FDEM,FLORIDA HOSPITAL NEW SMYRNA,29.02067267,-80.92183836,17RNN0761110278,12,10.74912709,FLORIDA HOSPITAL NEW SMYRNA,V,2016-05-17,2017-09-06,48,29.02067267,-80.92183836,48
49,30170500000010,10225051,FLORIDA HOSPITAL DELAND,701 W PLYMOUTH AVE,DELAND,32720,VOLUSIA,386-943-4522,HOSPITALS - ACUTE CARE,MEMORIAL HOSPITAL WEST VOLUSIA,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,156,FL000171,EFHL,100045,OPTICAL FIBER,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS, , , , , , ,2,HTTP://WWW.FHDELAND.ORG/,1999,GEOPLAN,FDEM, ,29.04409201,-81.31796017,17RMN6904412912,13,47.53834279,FLORIDA HOSPITAL DELAND,V,2011-05-10,2017-09-06,49,29.04409201,-81.31796017,49
50,33160930000030,N/A,HALIFAX HEALTH MEDICAL CENTER OF PORT ORANGE,1041 DUNLAWTON AVE,PORT ORANGE,32127,VOLUSIA,386-322-4700,HOSPITALS - ACUTE CARE,HALIFAX HOSPITAL MED CENTER,PRIVATE,PRIVATE,HALIFAX HEALTH,PUBLIC/GOVERNMENT,0,80,N/A,EFHM,23960051, , , ,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,4,HTTP://WWW.HALIFAXHEALTH.ORG/,1994,GEOPLAN,FHA, ,29.1262528,-81.00867535,17RMN9915621974,14,17.42232811,HALIFAX HEALTH MEDICAL CENTER OF PORT ORANGE,V,2011-05-10,2017-09-06,50,29.1262528,-81.00867535,50
51,35460-004-00,N/A,THE CENTERS - FORMERLY MARION-CITRUS MENTAL HEALTH CENTERS,5664 SW 60TH AVE,OCALA,34474,MARION,352-291-5500,HOSPITALS - PSYCHIATRIC,THE CENTERS INC,PRIVATE,PRIVATE,N/A,NOT-FOR-PROFIT,0,15,N/A,EFHS,23960047, , , , , , , , , , ,HTTP://WWW.MARION-CITRUSMHC.ORG,1987,GEOPLAN,FHA,THE CENTERS,29.13088599,-82.21952677,17RLN8136323101,15,24.85440992,THE CENTERS - FORMERLY MARION-CITRUS MENTAL HEALTH CENTERS,V,2016-05-17,2017-09-06,51,29.13088599,-82.21952677,51
52,23832-001-00,N/A,WEST MARION COMMUNITY HOSPITAL,4600 SW 46TH CT,OCALA,34474,MARION,352-291-3000,HOSPITALS - ACUTE CARE,MARION COMMUNITY HOSPITAL INC,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,94,N/A,EFHM,23960039, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://OCALAHEALTHSYSTEM.COM/HOME/INDEX.DOT,2002,GEOPLAN,FHA, ,29.14113929,-82.20014079,17RLN8326124218,16,47.70240757,WEST MARION COMMUNITY HOSPITAL,V,2016-05-17,2017-09-06,52,29.14113929,-82.20014079,52
53,2372-006-001,N/A,THE VINES HOSPITAL,3130 SW 27TH AVE,OCALA,34471,MARION,352-671-3130,HOSPITALS - PSYCHIATRIC,OCALA BEHAVIORAL HEALTH LLC,PRIVATE,PRIVATE,UNIVERSAL HEALTH SERVICES INC,INVESTOR-OWNED,0,64,N/A,EFHM,23960073, , , , , , , , , , ,HTTP://WWW.THEVINESHOSPITAL.COM/,1985,GEOPLAN,FHA, ,29.1557431,-82.17069977,17RLN8614125808,17,8.34502137,THE VINES HOSPITAL,V,2016-05-17,2017-09-06,53,29.1557431,-82.17069977,53
54,28609-000-00,10224932,OCALA REGIONAL MEDICAL CENTER,1431 SW FIRST AVE,OCALA,34471,MARION,352-401-1000,HOSPITALS - ACUTE CARE,MARION COMMUNITY HOSPITAL,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,216,FL000070,EFHL,100212, , , ,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://OCALAHEALTHSYSTEM.COM/HOME/INDEX.DOT,1977,GEOPLAN,FDEM, ,29.17547863,-82.13653956,17RLN8948527962,18,14.73334193,OCALA REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,54,29.17547863,-82.13653956,54
55,28566-000-00,10224926,MUNROE REGIONAL MEDICAL CENTER,1500 SW 1ST AVE,OCALA,34471,MARION,352-351-7200,HOSPITALS - ACUTE CARE,MARION COUNTY HOSPITAL DISTRIC,PRIVATE,PRIVATE,"MUNROE REGIONAL HEALTH SYSTEM, INC.",NOT-FOR-PROFIT,0,421,FL000064,EFHL,100062, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,4,HTTP://WWW.MUNROEREGIONAL.COM/,1970,GEOPLAN,FDEM,TWO HOSPITALS ON ONE PARCEL,29.17537048,-82.1386145,17RLN8928327952,19,26.35712723,MUNROE REGIONAL MEDICAL CENTER,V,2011-05-10,2017-09-06,55,29.17537048,-82.1386145,55
56,28566-000-00,10053874,KINDRED HOSPITAL - OCALA,1500 SW 1ST AVE,OCALA,34474,MARION,352-369-0513,HOSPITALS - ACUTE CARE,MARION COUNTY HOSPITAL DISTRIC,PRIVATE,PRIVATE,KINDRED EAST REGION OFFICE,INVESTOR-OWNED,0,31,N/A,EFHS,23960060, , , , , , , , , , ,HTTP://WWW.KINDREDOCALA.COM/,1970,GEOPLAN,FDEM,TWO HOSPITALS ON ONE PARCEL,29.17543694,-82.13880525,17RLN8926427959,20,26.35712723,KINDRED HOSPITAL - OCALA,V,2011-05-10,2017-09-06,56,29.17543694,-82.13880525,56
57,32153844020010,10225017,HALIFAX HEALTH MEDICAL CENTER OF DAYTONA BEACH,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,32114,VOLUSIA,386-254-4000,HOSPITALS - ACUTE CARE,HALIFAX HOSPITAL MEDICAL CTR,PRIVATE,PRIVATE,HALIFAX HEALTH,PUBLIC/GOVERNMENT,0,568,FL000137,EFHL,100017, , , ,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,50 MBPS TO 100 MBPS,50 MBPS TO 100 MBPS,4,HTTP://WWW.HALIFAXHEALTH.ORG/,2009,GEOPLAN,FDEM, ,29.20100948,-81.0542426,17RMN9472730257,21,128.4080718,HALIFAX HEALTH MEDICAL CENTER OF DAYTONA BEACH,V,2016-05-17,2017-09-06,57,29.20100948,-81.0542426,57
58,32151124000030,N/A,HALIFAX HEALTH BEHAVIORAL SERVICES,841 JIMMY ANN DR,DAYTONA BEACH,32117,VOLUSIA,386-274-5333,HOSPITALS - PSYCHIATRIC,HALIFAX HOSPITAL MEDICAL CTR,PRIVATE,PRIVATE,HALIFAX HEALTH,PUBLIC/GOVERNMENT,0,30,N/A,EFHS,110016, , , , , , , , , , ,HTTP://WWW.HALIFAXHEALTH.ORG/,1986,GEOPLAN,FHA,HALIFAX HEALTH - BEHAVIORAL SERVICES,29.21403414,-81.06883679,17RMN9330931701,22,9.56441658,HALIFAX HEALTH BEHAVIORAL SERVICES,V,2016-05-17,2017-09-06,58,29.21403414,-81.06883679,58
59,32141418060010,10225092,FLORIDA HOSPITAL OCEANSIDE (COLUMBIA MEDICAL),264 S ATLANTIC AVE,ORMOND BEACH,32176,VOLUSIA,386-672-4161,HOSPITALS - ACUTE CARE,MEMORIAL HEALTH SYSTEMS INC,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,80,FL000243,EFHM,100068,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS, , , , , , ,2,HTTP://WWW.FLORIDAHOSPITALMEMORIAL.ORG/CONTACTUS.ASPX,1985,GEOPLAN,FDEM, ,29.28477603,-81.03683741,17RMN9642239538,24,4.84473679,FLORIDA HOSPITAL OCEANSIDE (COLUMBIA MEDICAL),V,2016-05-17,2017-09-06,59,29.28477603,-81.03683741,59
60,0507600100,10225104,REGIONAL GENERAL HOSPITAL WILLISTON - FORMERLY TRI-COUNTY HOSPITAL,125 SW SEVENTH ST,WILLISTON,32696,LEVY,352-528-2801,HOSPITALS - ACUTE CARE,REGIONAL HEALTH PARTNERS LLC,PRIVATE,PRIVATE,CYPRESS HEALTH SYSTEMS,INVESTOR-OWNED,0,40,FL000228,EFHS,100139, , , , , , , , , , ,HTTP://TRICOUNTYHOSP.COM/,0,GEOPLAN,FDEM,REGIONAL GENERAL HOSPITAL WILLISTON,29.38395755,-82.45489353,17RLN5881251406,25,6.95500853,REGIONAL GENERAL HOSPITAL WILLISTON - FORMERLY TRI-COUNTY HOSPITAL,V,2016-05-17,2017-09-06,60,29.38395755,-82.45489353,60
61,09-12-31-0000-02030-0020,N/A,FLORIDA HOSPITAL FLAGLER,60 MEMORIAL MEDICAL PKWY,PALM COAST,32164,FLAGLER,386-586-2000,HOSPITALS - ACUTE CARE,MEMORIAL HOSPITAL-FLAGLER INC,PRIVATE,PRIVATE,ADVENTIST HEALTH SYSTEM,NOT-FOR-PROFIT,0,99,N/A,EFHM,100118, , , ,OPTICAL FIBER,100 MBPS TO 1 GBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,100 MBPS TO 1 GBPS,100 MBPS TO 1 GBPS,3,HTTP://WWW.FLORIDAHOSPITALFLAGLER.COM/,2002,GEOPLAN,FHA, ,29.47928164,-81.18930921,17RMN8164761103,26,101.1063367,FLORIDA HOSPITAL FLAGLER,V,2011-05-10,2017-09-06,61,29.47928164,-81.18930921,61
62,06757-003-000,N/A,SELECT SPECIALTY HOSPITAL - GAINESVILLE,2708 SW ARCHER RD,GAINESVILLE,32608,ALACHUA,352-337-3240,HOSPITALS - ACUTE CARE,EMMER DEVELOPMENT CORP,PRIVATE,PRIVATE,SELECT MEDICAL CORPORATION,INVESTOR-OWNED,0,44,N/A,EFHS,23960071, , , , , , , , , , ,HTTP://WWW.SELECTSPECIALTYHOSPITALS.COM/,2007,GEOPLAN,FDOH, ,29.63211682,-82.36381543,17RLN6797478799,27,7.27966461,SELECT SPECIALTY HOSPITAL - GAINESVILLE,V,2011-05-10,2017-09-06,62,29.63211682,-82.36381543,62
63,15484-000-000,10224863,MALCOM RANDALL VA MEDICAL CENTER,1601 SW ARCHER RD,GAINESVILLE,32608,ALACHUA,352-376-1611,HOSPITALS - FEDERAL,UNITED STATES OF AMERICA,FEDERAL,PUBLIC,FEDERAL GOVERNMENT,PUBLIC,0,401,FL000001,EFHL,N/A, , , , , , , , , , ,HTTP://WWW.NORTHFLORIDA.VA.GOV/,0,GEOPLAN,FDEM, ,29.63697821,-82.34464455,17RLN6983779316,28,41.13021924,MALCOM RANDALL VA MEDICAL CENTER,V,2011-05-10,2017-09-06,63,29.63697821,-82.34464455,63
64,15482-001-000,10224866,UF HEALTH SHANDS,1600 SW ARCHER RD,GAINESVILLE,32610,ALACHUA,352-265-0111,HOSPITALS - ACUTE CARE,STATE OF FLORIDA,STATE,PUBLIC,SHANDS HEALTHCARE,NOT-FOR-PROFIT,0,875,FL000004,EFHL,100113,OPTICAL FIBER,GREATER THAN 1 GBPS,GREATER THAN 1 GBPS,OPTICAL FIBER,GREATER THAN 1 GBPS,10 MBPS TO 25 MBPS, , , ,2,HTTP://WWW.SHANDS.ORG/HOSPITALS/UF/,2010,GEOPLAN,FDEM,UF HEALTH,29.64007833,-82.34393779,17RLN6990979659,29,81.43901911,UF HEALTH SHANDS,V,2016-05-17,2017-09-06,64,29.64007833,-82.34393779,64
65,10-10-26-0000-0200-0010,10224938,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,32177,PUTNAM,386-328-5711,HOSPITALS - ACUTE CARE,PUTNAM COMMUNITY MEDICAL CENTE,PRIVATE,PRIVATE,"LIFEPOINT HOSPITALS, INC.",INVESTOR-OWNED,0,99,FL000076,EFHM,100232,DON'T KNOW,DON'T KNOW,DON'T KNOW, , , , , , ,2,HTTP://WWW.PCMCFL.COM/,1975,GEOPLAN,FDEM, ,29.642414,-81.69243464,17RMN3297779363,30,31.64728172,PUTNAM COMMUNITY MEDICAL CENTER,V,2016-05-17,2017-09-06,65,29.642414,-81.69243464,65
66,06340-011-000,10225061,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 W NEWBERRY RD,GAINESVILLE,32605,ALACHUA,352-333-4000,HOSPITALS - ACUTE CARE,HCA HEALTH SERVICES OF FLA INC,PRIVATE,PRIVATE,HCA NORTH FLORIDA DIVISION,INVESTOR-OWNED,0,432,FL000181,EFHL,100204, , , ,OTHER COPPER WIRELINE, ,1.5 MBPS TO 3 MBPS,OTHER COPPER WIRELINE,25 MBPS TO 50 MBPS,25 MBPS TO 50 MBPS,4,HTTP://WWW.NFRMC.COM/,1973,GEOPLAN,FDEM, ,29.66090849,-82.41165328,17RLN6338282045,31,36.51723919,NORTH FLORIDA REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,66,29.66090849,-82.41165328,66
67,06041-003-000,N/A,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,4101 NW 89TH BLVD,GAINESVILLE,32606,ALACHUA,352-265-5497,HOSPITALS - PSYCHIATRIC,STATE OF FLORIDA,STATE,PUBLIC,SHANDS HEALTHCARE,NOT-FOR-PROFIT,0,81,N/A,EFHM,120011, , , , , , , , , , ,HTTP://WWW.SHANDS.ORG/HOSPITALS/VISTA/,1986,GEOPLAN,FHA,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,29.69221934,-82.43587222,17RLN6108185544,32,40.58446889,UF HEALTH SHANDS PSYCHIATRIC HOSPITAL,V,2016-05-17,2017-09-06,67,29.69221934,-82.43587222,67
68,06041-003-000,10225073,UF HEALTH SHANDS REHAB HOSPITAL,4101 NW 89TH BLVD,GAINESVILLE,32606,ALACHUA,352-265-5491,HOSPITALS - REHABILITATION,STATE OF FLORIDA,STATE,PUBLIC,SHANDS HEALTHCARE,NOT-FOR-PROFIT,0,40,FL000193,EFHS,110025, , , , , , , , , , ,HTTP://WWW.SHANDS.ORG/HOSPITALS/REHAB/,1986,GEOPLAN,FDEM,UF HEALTH SHANDS REHAB HOSPITAL,29.69135195,-82.43588486,17RLN6107885448,33,40.67649062,UF HEALTH SHANDS REHAB HOSPITAL,V,2016-05-17,2017-09-06,68,29.69135195,-82.43588486,68
69,1351200050,10225001,FLAGLER HOSPITAL,400 HEALTH PARK BLVD,ST AUGUSTINE,32086,ST JOHNS,904-819-5155,HOSPITALS - ACUTE CARE,FLAGLER HOSPITAL INC,PRIVATE,PRIVATE,"FLAGLER HEALTH CARE SYSTEM, INC.",NOT-FOR-PROFIT,0,335,FL000121,EFHL,100219, , , ,OPTICAL FIBER,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,OPTICAL FIBER,10 MBPS TO 25 MBPS,10 MBPS TO 25 MBPS,3,HTTP://WWW.FLAGLERHOSPITAL.ORG/,1989,GEOPLAN,FDEM, ,29.86292968,-81.31718379,17RMP6936603639,34,61.11312238,FLAGLER HOSPITAL,V,2016-05-17,2017-09-06,69,29.86292968,-81.31718379,69
70,02941-A-00100,10224979,SHANDS STARKE REGIONAL MEDICAL CENTER,922 E CALL ST,STARKE,32091,BRADFORD,904-368-2300,HOSPITALS - ACUTE CARE,"STARKE HMA, LLC",PRIVATE,PRIVATE,HEALTH MANAGEMENT ASSOCIATES,INVESTOR-OWNED,0,49,FL000214,EFHS,100103, , , ,DON'T KNOW,DON'T KNOW,DON'T KNOW, , , ,4,HTTP://WWW.SHANDSSTARKE.COM/DEFAULT.ASPX,0,GEOPLAN,FDEM, ,29.94031211,-82.10172237,17RLP9367512682,35,12.1828518,SHANDS STARKE REGIONAL MEDICAL CENTER,V,2016-05-17,2017-09-06,70,29.94031211,-82.10172237,70
71,38-06-26-017517-000-00,10225019,KINDRED HOSPITAL - NORTH FLORIDA,801 OAK ST,GREEN COVE SPRINGS,32043,CLAY,904-284-9230,HOSPITALS - ACUTE CARE,VENTAS REALTY,PRIVATE,PRIVATE,KINDRED EAST REGION OFFICE,INVESTOR-OWNED,0,80,FL000139,EFHM,100016, , , , , , , , , , ,HTTP://WWW.KHNORTHFLORIDA.COM/,1957,GEOPLAN,FDEM, ,29.9880563,-81.68222691,17RMP3419217658,36,5.92511868,KINDRED HOSPITAL - NORTH FLORIDA,V,2011-05-10,2017-09-06,71,29.9880563,-81.68222691,71
72,29-05-20-00-000-0450-0,10224890,LAKE BUTLER HOSPITAL/HAND SURGERY CENTER,850 E MAIN ST,LAKE BUTLER,32054,UNION,386-496-2323,HOSPITALS - ACUTE CARE,MEDLINK MANAGEMENT SERVICES,PRIVATE,PRIVATE,MEDLINK MANAGEMENT SERVICES,INVESTOR-OWNED,0,25,FL000028,EFHS,100241,DSL SYMMETRIC,6 MBPS TO 10 MBPS,6 MBPS TO 10 MBPS, , , , , , ,2,HTTP://WWW.LAKEBUTLERHOSPITAL.COM/,1965,GEOPLAN,FDEM, ,30.02293647,-82.32698114,17RLP7203922068,38,4.99122155,LAKE BUTLER HOSPITAL/HAND SURGERY CENTER,V,2011-05-10,2017-09-06,72,30.02293647,-82.32698114,72
73,23040703103500,N/A,DOCTORS MEMORIAL HOSPITAL,333 N BYRON BUTLER PKWY,PERRY,32347,TAYLOR,850-584-0800,HOSPITALS - ACUTE CARE,TAYLOR COUNTY,COUNTY,PUBLIC,N/A,NOT-FOR-PROFIT,0,48,N/A,EFHS,100106, , , , , , , , , , ,HTTP://WWW.DOCTORSMEMORIAL.COM/,2004,GEOPLAN,FHA, ,30.12022494,-83.59309134,17RKP5016234946,40,66.11455493,DOCTORS MEMORIAL HOSPITAL,V,2011-05-10,2017-09-06,73,30.12022494,-83.59309134,73
